"V1","valor","variavel","data","polarity","tipo_dado","freq","escala","category","subcategory","descricao_variable","remove","valor_polarizado","norm"
1272,0.918344204277058,"ReajustesAcimaINPC_MM",2012-07-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.918344204277058,1
1275,0.911161231591887,"ReajustesAcimaINPC_MM",2012-10-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.911161231591887,0.990467327065667
1278,0.895048347113556,"ReajustesAcimaINPC_MM",2013-01-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.895048347113556,0.9690835818542
1281,0.880927351061024,"ReajustesAcimaINPC_MM",2013-04-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.880927351061024,0.950343313336446
1284,0.874259143543768,"ReajustesAcimaINPC_MM",2013-07-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.874259143543768,0.941493795997825
1287,0.875043724561788,"ReajustesAcimaINPC_MM",2013-10-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.875043724561788,0.942535029838337
1290,0.883281094115085,"ReajustesAcimaINPC_MM",2014-01-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.883281094115085,0.953467014857983
1293,0.875535803649923,"ReajustesAcimaINPC_MM",2014-04-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.875535803649923,0.943188078264193
1296,0.840090128889434,"ReajustesAcimaINPC_MM",2014-07-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.840090128889434,0.896147383660682
1299,0.776944069833617,"ReajustesAcimaINPC_MM",2014-10-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.776944069833617,0.81234493104745
1302,0.686097626482473,"ReajustesAcimaINPC_MM",2015-01-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.686097626482473,0.691780720424497
1305,0.589471346835793,"ReajustesAcimaINPC_MM",2015-04-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.589471346835793,0.563545968448508
1308,0.498025504893471,"ReajustesAcimaINPC_MM",2015-07-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.498025504893471,0.442186283447823
1311,0.411760100655509,"ReajustesAcimaINPC_MM",2015-10-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.411760100655509,0.327701665422445
1314,0.330675134121905,"ReajustesAcimaINPC_MM",2016-01-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.330675134121905,0.220092114372372
1317,0.282257922915067,"ReajustesAcimaINPC_MM",2016-04-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.282257922915067,0.155836623079727
1320,0.280252125846195,"ReajustesAcimaINPC_MM",2016-07-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.280252125846195,0.153174687935567
1323,0.32465774291529,"ReajustesAcimaINPC_MM",2016-10-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.32465774291529,0.212106308939892
1326,0.415474774122353,"ReajustesAcimaINPC_MM",2017-01-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.415474774122353,0.332631486092705
1329,0.506950393130561,"ReajustesAcimaINPC_MM",2017-04-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.506950393130561,0.454030688858872
1332,0.576208186771501,"ReajustesAcimaINPC_MM",2017-07-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.576208186771501,0.545944151970823
1335,0.623248155045176,"ReajustesAcimaINPC_MM",2017-10-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.623248155045176,0.608371875428562
1338,0.648070297951583,"ReajustesAcimaINPC_MM",2018-01-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.648070297951583,0.641313859232085
1341,0.696750465549348,"ReajustesAcimaINPC_MM",2018-04-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.696750465549348,0.705918325438122
1344,0.721743249534451,"ReajustesAcimaINPC_MM",2018-07-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.721743249534451,0.739086770577873
1347,0.71604864990689,"ReajustesAcimaINPC_MM",2018-10-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.71604864990689,0.731529348585501
1350,0.701916666666667,"ReajustesAcimaINPC_MM",2019-01-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.701916666666667,0.712774498741698
1353,0.62925,"ReajustesAcimaINPC_MM",2019-04-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.62925,0.616337049105893
1356,0.569333333333333,"ReajustesAcimaINPC_MM",2019-07-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.569333333333333,0.536820390518572
1359,0.592583333333333,"ReajustesAcimaINPC_MM",2019-10-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.592583333333333,0.567675950665808
1362,0.558833333333333,"ReajustesAcimaINPC_MM",2020-01-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.558833333333333,0.522885621419821
1365,0.522333333333333,"ReajustesAcimaINPC_MM",2020-04-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.522333333333333,0.474445709790827
1368,0.502166666666667,"ReajustesAcimaINPC_MM",2020-07-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.502166666666667,0.447682105648781
1371,0.4145,"ReajustesAcimaINPC_MM",2020-10-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.4145,0.33133784301476
1374,0.329666666666667,"ReajustesAcimaINPC_MM",2021-01-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.329666666666667,0.218753756169291
1377,0.28225,"ReajustesAcimaINPC_MM",2021-04-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.28225,0.155826108413818
1380,0.22575,"ReajustesAcimaINPC_MM",2021-07-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.22575,0.0808437794538687
1383,0.164833333333333,"ReajustesAcimaINPC_MM",2021-10-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.164833333333333,0
1386,0.177416666666667,"ReajustesAcimaINPC_MM",2022-01-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.177416666666667,0.0166996042373936
1389,0.169833333333333,"ReajustesAcimaINPC_MM",2022-04-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.169833333333333,0.00663560433273885
1392,0.17775,"ReajustesAcimaINPC_MM",2022-07-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.17775,0.0171419778595758
1395,0.259416666666667,"ReajustesAcimaINPC_MM",2022-10-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.259416666666667,0.125523515294311
1398,0.353166666666667,"ReajustesAcimaINPC_MM",2023-01-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.353166666666667,0.249941096533164
1401,0.474916666666667,"ReajustesAcimaINPC_MM",2023-04-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.474916666666667,0.411518062035355
1404,0.633666666666667,"ReajustesAcimaINPC_MM",2023-07-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.633666666666667,0.622198499599813
1407,0.70675,"ReajustesAcimaINPC_MM",2023-10-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.70675,0.719188916263345
1410,0.756166666666667,"ReajustesAcimaINPC_MM",2024-01-01,"pos","prop","mensal","percent","qualidade","dialogo_social","Proporção de acordos acima de inflação",0,0.756166666666667,0.784770805751914
1428,0.44,"ConfiancaSindicatos",2012-01-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.44,0.642857142857143
1429,0.4225,"ConfiancaSindicatos",2012-04-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.4225,0.517857142857143
1430,0.405,"ConfiancaSindicatos",2012-07-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.405,0.392857142857143
1431,0.3875,"ConfiancaSindicatos",2012-10-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.3875,0.267857142857143
1432,0.37,"ConfiancaSindicatos",2013-01-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.37,0.142857142857143
1433,0.385,"ConfiancaSindicatos",2013-04-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.385,0.25
1434,0.4,"ConfiancaSindicatos",2013-07-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.4,0.357142857142857
1435,0.415,"ConfiancaSindicatos",2013-10-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.415,0.464285714285714
1436,0.43,"ConfiancaSindicatos",2014-01-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.43,0.571428571428572
1437,0.425,"ConfiancaSindicatos",2014-04-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.425,0.535714285714286
1438,0.42,"ConfiancaSindicatos",2014-07-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.42,0.5
1439,0.415,"ConfiancaSindicatos",2014-10-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.415,0.464285714285714
1440,0.41,"ConfiancaSindicatos",2015-01-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.41,0.428571428571428
1441,0.4075,"ConfiancaSindicatos",2015-04-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.4075,0.410714285714286
1442,0.405,"ConfiancaSindicatos",2015-07-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.405,0.392857142857143
1443,0.4025,"ConfiancaSindicatos",2015-10-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.4025,0.375
1444,0.4,"ConfiancaSindicatos",2016-01-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.4,0.357142857142857
1445,0.41,"ConfiancaSindicatos",2016-04-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.41,0.428571428571428
1446,0.42,"ConfiancaSindicatos",2016-07-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.42,0.5
1447,0.43,"ConfiancaSindicatos",2016-10-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.43,0.571428571428572
1448,0.44,"ConfiancaSindicatos",2017-01-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.44,0.642857142857143
1449,0.4175,"ConfiancaSindicatos",2017-04-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.4175,0.482142857142857
1450,0.395,"ConfiancaSindicatos",2017-07-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.395,0.321428571428572
1451,0.3725,"ConfiancaSindicatos",2017-10-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.3725,0.160714285714286
1452,0.35,"ConfiancaSindicatos",2018-01-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.35,0
1453,0.375,"ConfiancaSindicatos",2018-04-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.375,0.178571428571429
1454,0.4,"ConfiancaSindicatos",2018-07-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.4,0.357142857142857
1455,0.425,"ConfiancaSindicatos",2018-10-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.425,0.535714285714286
1456,0.45,"ConfiancaSindicatos",2019-01-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.45,0.714285714285714
1457,0.46,"ConfiancaSindicatos",2019-04-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.46,0.785714285714286
1458,0.47,"ConfiancaSindicatos",2019-07-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.47,0.857142857142857
1459,0.48,"ConfiancaSindicatos",2019-10-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.48,0.928571428571428
1460,0.49,"ConfiancaSindicatos",2020-01-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.49,1
1461,0.4825,"ConfiancaSindicatos",2020-04-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.4825,0.946428571428571
1462,0.475,"ConfiancaSindicatos",2020-07-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.475,0.892857142857143
1463,0.4675,"ConfiancaSindicatos",2020-10-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.4675,0.839285714285715
1464,0.46,"ConfiancaSindicatos",2021-01-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.46,0.785714285714286
1465,0.455,"ConfiancaSindicatos",2021-04-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.455,0.75
1466,0.45,"ConfiancaSindicatos",2021-07-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.45,0.714285714285714
1467,0.445,"ConfiancaSindicatos",2021-10-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.445,0.678571428571429
1468,0.44,"ConfiancaSindicatos",2022-01-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.44,0.642857142857143
1469,0.45,"ConfiancaSindicatos",2022-04-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.45,0.714285714285714
1470,0.46,"ConfiancaSindicatos",2022-07-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.46,0.785714285714286
1471,0.47,"ConfiancaSindicatos",2022-10-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.47,0.857142857142857
1472,0.48,"ConfiancaSindicatos",2023-01-01,"pos","prop","anual","percent","qualidade","dialogo_social","Indice de confiança social nos sindicatos",0,0.48,0.928571428571428
1473,3.36420707742452,"AcidentesTrabalho_ponderadoSegurada",2012-01-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-3.36420707742452,1
1476,3.33013977012557,"AcidentesTrabalho_ponderadoSegurada",2012-04-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-3.33013977012557,0.977140444508123
1479,3.2387577194876,"AcidentesTrabalho_ponderadoSegurada",2012-07-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-3.2387577194876,0.915822036240951
1482,3.2870839382598,"AcidentesTrabalho_ponderadoSegurada",2012-10-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-3.2870839382598,0.948249485526611
1485,3.28211588737453,"AcidentesTrabalho_ponderadoSegurada",2013-01-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-3.28211588737453,0.944915866174142
1488,3.26698773502518,"AcidentesTrabalho_ponderadoSegurada",2013-04-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-3.26698773502518,0.934764701742951
1491,3.25670806077734,"AcidentesTrabalho_ponderadoSegurada",2013-07-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-3.25670806077734,0.927866921949414
1494,3.2587998824278,"AcidentesTrabalho_ponderadoSegurada",2013-10-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-3.2587998824278,0.929270558364766
1497,3.26414197170244,"AcidentesTrabalho_ponderadoSegurada",2014-01-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-3.26414197170244,0.932855161783656
1500,3.25283854506393,"AcidentesTrabalho_ponderadoSegurada",2014-04-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-3.25283854506393,0.925270432347193
1503,3.22968122015537,"AcidentesTrabalho_ponderadoSegurada",2014-07-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-3.22968122015537,0.909731600670673
1506,3.19860196461863,"AcidentesTrabalho_ponderadoSegurada",2014-10-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-3.19860196461863,0.888877062319465
1509,3.13121733072884,"AcidentesTrabalho_ponderadoSegurada",2015-01-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-3.13121733072884,0.843661197027083
1512,3.01702602325665,"AcidentesTrabalho_ponderadoSegurada",2015-04-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-3.01702602325665,0.767037514769372
1515,2.89646460989544,"AcidentesTrabalho_ponderadoSegurada",2015-07-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.89646460989544,0.686139418106632
1518,2.72795500553366,"AcidentesTrabalho_ponderadoSegurada",2015-10-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.72795500553366,0.573067533146087
1521,2.61292536313381,"AcidentesTrabalho_ponderadoSegurada",2016-01-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.61292536313381,0.495881318498262
1524,2.55909308537749,"AcidentesTrabalho_ponderadoSegurada",2016-04-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.55909308537749,0.459759240230494
1527,2.50974865941098,"AcidentesTrabalho_ponderadoSegurada",2016-07-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.50974865941098,0.42664856219252
1530,2.44681768547192,"AcidentesTrabalho_ponderadoSegurada",2016-10-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.44681768547192,0.38442115401218
1533,2.42403300006379,"AcidentesTrabalho_ponderadoSegurada",2017-01-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.42403300006379,0.369132367731494
1536,2.3575829584806,"AcidentesTrabalho_ponderadoSegurada",2017-04-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.3575829584806,0.324543624638925
1539,2.27975176884595,"AcidentesTrabalho_ponderadoSegurada",2017-07-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.27975176884595,0.27231800014682
1542,2.26126334498019,"AcidentesTrabalho_ponderadoSegurada",2017-10-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.26126334498019,0.259912054833681
1545,2.23864026827713,"AcidentesTrabalho_ponderadoSegurada",2018-01-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.23864026827713,0.244731709855064
1548,2.25058566896152,"AcidentesTrabalho_ponderadoSegurada",2018-04-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.25058566896152,0.252747211268818
1551,2.2669783134915,"AcidentesTrabalho_ponderadoSegurada",2018-07-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.2669783134915,0.263746864514182
1554,2.27176338903232,"AcidentesTrabalho_ponderadoSegurada",2018-10-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.27176338903232,0.266957705303515
1557,2.26986898967273,"AcidentesTrabalho_ponderadoSegurada",2019-01-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.26986898967273,0.265686541518707
1560,2.25765489720351,"AcidentesTrabalho_ponderadoSegurada",2019-04-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.25765489720351,0.257490744823274
1563,2.25625399175602,"AcidentesTrabalho_ponderadoSegurada",2019-07-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.25625399175602,0.256550721136202
1566,2.25303421991791,"AcidentesTrabalho_ponderadoSegurada",2019-10-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.25303421991791,0.254390217156284
1569,2.15692780118694,"AcidentesTrabalho_ponderadoSegurada",2020-01-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.15692780118694,0.189901703496329
1572,1.98619306146303,"AcidentesTrabalho_ponderadoSegurada",2020-04-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-1.98619306146303,0.0753367270847584
1575,1.91583952048647,"AcidentesTrabalho_ponderadoSegurada",2020-07-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-1.91583952048647,0.0281286909493838
1578,1.87391968705706,"AcidentesTrabalho_ponderadoSegurada",2020-10-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-1.87391968705706,0
1581,1.98422721507629,"AcidentesTrabalho_ponderadoSegurada",2021-01-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-1.98422721507629,0.0740176215220016
1584,2.15582031396872,"AcidentesTrabalho_ponderadoSegurada",2021-04-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.15582031396872,0.189158566819888
1587,2.21368317885798,"AcidentesTrabalho_ponderadoSegurada",2021-07-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.21368317885798,0.227985215467162
1590,2.20873749405979,"AcidentesTrabalho_ponderadoSegurada",2021-10-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.20873749405979,0.224666604016675
1593,2.20623597962083,"AcidentesTrabalho_ponderadoSegurada",2022-01-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.20623597962083,0.222988059022516
1596,2.21954358451933,"AcidentesTrabalho_ponderadoSegurada",2022-04-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.21954358451933,0.231917615150088
1599,2.24095494592617,"AcidentesTrabalho_ponderadoSegurada",2022-07-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.24095494592617,0.246284885211711
1602,2.24480755797476,"AcidentesTrabalho_ponderadoSegurada",2022-10-01,"neg","prop","mensal","percent","qualidade","saude_seguranca","Acidentes de trabalho",0,-2.24480755797476,0.248870032260187
1605,0.00823734640700101,"AfastamentoRemunerado",2012-01-01,"neg","prop","trim","percent","qualidade","saude_seguranca","Adoecimento – Absenteísmo",0,-0.00823734640700101,0.77353640687096
1606,0.00798241978800173,"AfastamentoRemunerado",2012-04-01,"neg","prop","trim","percent","qualidade","saude_seguranca","Adoecimento – Absenteísmo",0,-0.00798241978800173,0.701698249772795
1607,0.00783379817531288,"AfastamentoRemunerado",2012-07-01,"neg","prop","trim","percent","qualidade","saude_seguranca","Adoecimento – Absenteísmo",0,-0.00783379817531288,0.659816775007877
1608,0.007811513563976,"AfastamentoRemunerado",2012-10-01,"neg","prop","trim","percent","qualidade","saude_seguranca","Adoecimento – Absenteísmo",0,-0.007811513563976,0.653536985881207
1609,0.00754152616675816,"AfastamentoRemunerado",2013-01-01,"neg","prop","trim","percent","qualidade","saude_seguranca","Adoecimento – Absenteísmo",0,-0.00754152616675816,0.577454711178012
1610,0.00767294094471943,"AfastamentoRemunerado",2013-04-01,"neg","prop","trim","percent","qualidade","saude_seguranca","Adoecimento – Absenteísmo",0,-0.00767294094471943,0.614487310995408
1611,0.00783798738878499,"AfastamentoRemunerado",2013-07-01,"neg","prop","trim","percent","qualidade","saude_seguranca","Adoecimento – Absenteísmo",0,-0.00783798738878499,0.66099729266707
1612,0.00731506680517738,"AfastamentoRemunerado",2013-10-01,"neg","prop","trim","percent","qualidade","saude_seguranca","Adoecimento – Absenteísmo",0,-0.00731506680517738,0.513638608891588
1613,0.00775937239144196,"AfastamentoRemunerado",2014-01-01,"neg","prop","trim","percent","qualidade","saude_seguranca","Adoecimento – Absenteísmo",0,-0.00775937239144196,0.63884363703248
1614,0.00785650070795029,"AfastamentoRemunerado",2014-04-01,"neg","prop","trim","percent","qualidade","saude_seguranca","Adoecimento – Absenteísmo",0,-0.00785650070795029,0.666214334087955
1615,0.00841375919744908,"AfastamentoRemunerado",2014-07-01,"neg","prop","trim","percent","qualidade","saude_seguranca","Adoecimento – Absenteísmo",0,-0.00841375919744908,0.823249417634932
1616,0.00904098058213618,"AfastamentoRemunerado",2014-10-01,"neg","prop","trim","percent","qualidade","saude_seguranca","Adoecimento – Absenteísmo",0,-0.00904098058213618,1
1617,0.00816627662180365,"AfastamentoRemunerado",2015-01-01,"neg","prop","trim","percent","qualidade","saude_seguranca","Adoecimento – Absenteísmo",0,-0.00816627662180365,0.753508987160996
1618,0.00857331627758998,"AfastamentoRemunerado",2015-04-01,"neg","prop","trim","percent","qualidade","saude_seguranca","Adoecimento – Absenteísmo",0,-0.00857331627758998,0.86821250008698
1619,0.00854035416247134,"AfastamentoRemunerado",2015-07-01,"neg","prop","trim","percent","qualidade","saude_seguranca","Adoecimento – Absenteísmo",0,-0.00854035416247134,0.858923797269377
1620,0.00731802114661225,"AfastamentoRemunerado",2015-10-01,"neg","prop","trim","percent","qualidade","saude_seguranca","Adoecimento – Absenteísmo",0,-0.00731802114661225,0.514471140405766
1621,0.00773383047024864,"AfastamentoRemunerado",2016-01-01,"neg","prop","trim","percent","qualidade","saude_seguranca","Adoecimento – Absenteísmo",0,-0.00773383047024864,0.631645940085502
